_FF	0.05555556	0.01694915	0.01440922	0.02675585	0.03243243	0.0083877	0.01538462	0.00241546	0.04210526	0.01727862	0.03560831	0	0.00298507	0.03703704	0.04201681	0.06122449	0.05283019	0.02332362	0.02061856	0.02752294	0	0.02702703	0.06024096	0.02857143	0.05035971	0.125	0
_Sss	0	0.00423729	0.02737752	0.00334448	0	0.02236719	0.01538462	0.03140097	0	0.00431965	0.02373887	0.02857143	0.01791045	0	0.00840336	0	0	0	0.00257732	0	0.02912621	0	0	0	0	0	0
FS_	0.22222222	0.02542373	0.00288184	0.02341137	0.02702703	0	0.06153846	0	0.06315789	0.00647948	0.02077151	0.00714286	0	0.09876543	0.03361345	0.16326531	0.07169811	0.03790087	0.01546392	0.00917431	0	0.04864865	0.09638554	0	0.05755396	0.03125	0.11904762
_Ss_	0	0.01271186	0.01008646	0	0	0.00093197	0.03076923	0	0	0.02807775	0.02670623	0.02142857	0.03880597	0.01234568	0.02941176	0	0.00377358	0	0.01030928	0.00458716	0.00970874	0.00540541	0	0.05714286	0	0	0.02380952
_ee	0	0.01694915	0.01729107	0.02341137	0.07027027	0	0.01538462	0	0.03157895	0.03239741	0	0	0.00597015	0.03703704	0	0	0.02264151	0.04081633	0.03092784	0.03211009	0.00323625	0.01621622	0.01204819	0	0.01438849	0	0.07142857
fs_	0	0.06355932	0.00432277	0.04682274	0.02162162	0.00186393	0	0.00241546	0.03157895	0.01511879	0.01186944	0.05714286	0.0238806	0	0.00840336	0	0.03773585	0.06413994	0.06701031	0.06880734	0	0.03783784	0.01204819	0.04285714	0	0.0625	0
ssss	0	0	0.04899135	0	0	0.09506058	0	0.16908213	0	0.00863931	0.00890208	0.00714286	0.00895522	0	0.07983193	0	0	0	0.00515464	0	0.11326861	0	0	0	0.02158273	0	0
Fss	0	0.00847458	0.0259366	0.01672241	0.02702703	0.02423113	0	0.00724638	0.01052632	0.01511879	0.02373887	0.01428571	0.0358209	0	0.01260504	0	0.00754717	0.00291545	0.01030928	0	0.00323625	0.02702703	0	0.05714286	0.01438849	0	0
_FS_	0.19444444	0.01694915	0.00288184	0.01003344	0.02702703	0	0.04615385	0	0.05263158	0.00431965	0.01780415	0.00714286	0	0.08641975	0.0210084	0.14285714	0.06037736	0.02915452	0.01030928	0.00917431	0	0.04324324	0.08433735	0	0.05755396	0.03125	0.11904762
ssss_	0	0	0.01873199	0	0	0.05312209	0	0.03140097	0	0.00863931	0.00593472	0.00714286	0.00895522	0	0.00420168	0	0	0	0.00515464	0	0.01941748	0	0	0	0.00719424	0	0
fss	0	0.00423729	0.02017291	0.02341137	0.00540541	0.02982293	0.04615385	0.00483092	0.01052632	0.03023758	0.0148368	0.02142857	0.02686567	0.02469136	0.00420168	0	0.00377358	0	0	0.00458716	0.01294498	0.01081081	0	0	0	0	0
Sss_	0	0.00423729	0.01873199	0.00334448	0	0.00652377	0.01538462	0.00241546	0	0.00647948	0.02077151	0.01428571	0.02089552	0	0.00840336	0	0	0	0.00257732	0	0.02588997	0	0	0	0	0	0
Ssss	0	0	0.01873199	0	0	0.02329916	0	0.0410628	0	0	0.01186944	0.01428571	0.00298507	0	0.01260504	0	0	0	0	0	0.03236246	0.00540541	0	0	0.01438849	0	0
eee	0	0.00847458	0.03025937	0.01337793	0.05405405	0.00093197	0	0	0	0.03023758	0	0	0	0.03703704	0	0	0.03396226	0.02915452	0.0257732	0.0412844	0.00647249	0.01621622	0.09638554	0	0.02158273	0	0.04761905
_Fss	0	0.00847458	0.01729107	0.01337793	0.02162162	0.02143523	0	0.00724638	0.01052632	0.01511879	0.01780415	0.01428571	0.03283582	0	0.00420168	0	0	0	0.00515464	0	0.00323625	0.01621622	0	0.05714286	0.01438849	0	0
eee_	0	0.00847458	0.01585014	0.01003344	0.04324324	0.00093197	0	0	0	0.01943844	0	0	0	0.02469136	0	0	0.02641509	0.02623907	0.01804124	0.03211009	0.00323625	0.01621622	0.02409639	0	0.01438849	0	0.04761905
Ffs	0	0.03389831	0.00720461	0.01672241	0.01621622	0.00652377	0	0.00483092	0.02105263	0.02159827	0.0148368	0.01428571	0.01492537	0.01234568	0.00420168	0	0.02264151	0.03498542	0.02319588	0.03211009	0.00647249	0.00540541	0	0.02857143	0	0.03125	0
FSs	0	0	0.01440922	0.00334448	0.00540541	0.00652377	0	0.00241546	0	0.00431965	0.03264095	0.00714286	0.0119403	0	0.0210084	0	0.01132075	0	0	0.00917431	0.01618123	0.02162162	0	0.02857143	0.02877698	0.03125	0
_Sss_	0	0.00423729	0.01440922	0.00334448	0	0.00465983	0.01538462	0.00241546	0	0.00431965	0.0148368	0.01428571	0.01492537	0	0.00420168	0	0	0	0.00257732	0	0.01294498	0	0	0	0	0	0
_eee	0	0.00847458	0.0129683	0.00668896	0.03783784	0	0	0	0	0.01511879	0	0	0	0.01234568	0	0	0.01509434	0.02040816	0.01804124	0.01376147	0	0.01081081	0	0	0.01438849	0	0.02380952
ffs	0	0.02966102	0.00720461	0.06020067	0.00540541	0.00745573	0	0	0	0.01295896	0.00593472	0.02142857	0.02985075	0	0	0	0	0.01749271	0.03092784	0.02293578	0.00323625	0.02702703	0.01204819	0	0	0.03125	0
_ss	0	0	0.01008646	0	0	0.00465983	0	0.00241546	0	0.01943844	0.00890208	0.03571429	0.01492537	0	0	0	0	0.0058309	0.00773196	0	0	0.00540541	0	0	0	0	0
_Ffs	0	0.02966102	0.00432277	0.01003344	0.01081081	0.00372787	0	0.00483092	0.02105263	0.02159827	0.00593472	0.01428571	0.0119403	0.01234568	0	0	0.01886792	0.02623907	0.02061856	0.01376147	0.00647249	0.00540541	0	0.02857143	0	0.03125	0
fsss	0	0	0.01152738	0	0.00540541	0.02236719	0.03076923	0.00483092	0	0.01511879	0.00296736	0.01428571	0.00597015	0.01234568	0	0	0	0	0	0	0.00970874	0	0	0	0	0	0
sssss	0	0	0.02737752	0	0	0.03914259	0	0.13043478	0	0	0.00296736	0	0	0	0.06722689	0	0	0	0	0	0.09061489	0	0	0	0.01438849	0	0
_Ssss	0	0	0.0129683	0	0	0.01491146	0	0.02657005	0	0	0.00890208	0.00714286	0.00298507	0	0.00420168	0	0	0	0	0	0.01618123	0	0	0	0	0	0
Fff	0	0.04237288	0.00576369	0.02006689	0.01081081	0.0027959	0.01538462	0.00241546	0.01052632	0.01295896	0.00296736	0.00714286	0.01791045	0	0	0	0.00377358	0.02623907	0.0257732	0.02293578	0	0.03243243	0.01204819	0	0	0.03125	0
_FSs	0	0	0.01152738	0	0	0.00186393	0	0.00241546	0	0.00431965	0.02373887	0.00714286	0.0119403	0	0.01680672	0	0.01132075	0	0	0.00917431	0.01618123	0.01081081	0	0.01428571	0.02158273	0	0
_SS	0	0	0	0.00334448	0	0.00093197	0.04615385	0	0.01052632	0.00215983	0.0148368	0.00714286	0.00298507	0	0.01680672	0	0.01132075	0	0	0	0.01294498	0	0	0	0	0	0
_ee_	0	0.00423729	0.00432277	0.01672241	0.03243243	0	0.01538462	0	0.02105263	0.01295896	0	0	0.00597015	0.02469136	0	0	0.00377358	0.02040816	0.0128866	0.01834862	0.00323625	0.00540541	0.01204819	0	0	0	0.02380952
sssss_	0	0	0.00864553	0	0	0.02982293	0	0.02173913	0	0	0.00296736	0	0	0	0.00420168	0	0	0	0	0	0.01294498	0	0	0	0.00719424	0	0
SS_	0.02777778	0	0	0.00668896	0	0	0.03076923	0	0.02105263	0.00647948	0.01186944	0.00714286	0.00298507	0	0.0210084	0.02040816	0.01509434	0	0	0	0.00323625	0	0	0	0	0	0
Fsss	0	0	0.01873199	0.00668896	0	0.02143523	0	0.00724638	0	0	0.00296736	0	0.00298507	0	0.00840336	0	0.00377358	0.00291545	0.00773196	0	0	0	0	0	0.00719424	0	0
Fss_	0	0.00847458	0.00432277	0.01003344	0.02702703	0.00093197	0	0	0.01052632	0.01295896	0.02077151	0.01428571	0.03283582	0	0.00420168	0	0.00377358	0	0.00257732	0	0	0.02162162	0	0.05714286	0.00719424	0	0
FFs	0	0.00423729	0.00576369	0.01003344	0.00540541	0.00186393	0	0	0	0	0.00593472	0	0	0.01234568	0.01260504	0.04081633	0.02264151	0.00874636	0.00773196	0.01834862	0	0.02162162	0.03614458	0	0.02158273	0.03125	0
_fs	0	0.01271186	0.00432277	0.01337793	0.01081081	0.00372787	0	0	0.02105263	0.01295896	0	0.02142857	0.00895522	0.02469136	0.00840336	0	0.01886792	0.01166181	0.01030928	0.02293578	0	0.02162162	0	0.01428571	0	0	0
FFS	0.02777778	0	0.00288184	0.01003344	0.00540541	0.00372787	0	0	0.01052632	0	0.01780415	0	0	0.01234568	0.02521008	0.02040816	0.01132075	0.0058309	0.00257732	0	0	0	0.01204819	0.01428571	0.00719424	0.0625	0
_eee_	0	0.00847458	0.00576369	0.00334448	0.02702703	0	0	0	0	0.00863931	0	0	0	0	0	0	0.01132075	0.01749271	0.01030928	0.01376147	0	0.01081081	0	0	0.00719424	0	0.02380952
Sssss	0	0	0.01008646	0	0	0.01491146	0	0.02898551	0	0	0.00593472	0	0.00298507	0	0.01260504	0	0	0	0	0	0.01618123	0	0	0	0.00719424	0	0
FFf	0	0.01271186	0.00576369	0.01003344	0.01081081	0.00372787	0.01538462	0.00241546	0	0.00647948	0.01186944	0	0.00298507	0	0.00840336	0	0.00754717	0.01166181	0.00773196	0.00917431	0	0.00540541	0.01204819	0.01428571	0	0	0
Ffs_	0	0.02966102	0	0.01003344	0.01081081	0	0	0	0.01052632	0.00215983	0.00593472	0.00714286	0.00895522	0	0	0	0.02264151	0.03206997	0.02319588	0.03211009	0	0	0	0.02857143	0	0.03125	0
Ssss_	0	0	0.00576369	0	0	0.00372787	0	0.00966184	0	0	0.00296736	0.01428571	0	0	0	0	0	0	0	0	0.01294498	0.00540541	0	0	0.00719424	0	0
_Fss_	0	0.00847458	0.00144092	0.01003344	0.02162162	0.00093197	0	0	0.01052632	0.01295896	0.0148368	0.01428571	0.02985075	0	0.00420168	0	0	0	0	0	0	0.01621622	0	0.05714286	0.00719424	0	0
_Fsss	0	0	0.01440922	0.00334448	0	0.0195713	0	0.00724638	0	0	0.00296736	0	0.00298507	0	0	0	0	0	0.00515464	0	0	0	0	0	0.00719424	0	0
_Fff	0	0.03813559	0.00432277	0.01672241	0.00540541	0.00186393	0	0	0.01052632	0.00863931	0	0.00714286	0.0119403	0	0	0	0	0.01457726	0.02061856	0.02293578	0	0.02162162	0	0	0	0	0
_FFs	0	0.00423729	0.00432277	0.00668896	0.00540541	0.00093197	0	0	0	0	0.00296736	0	0	0.01234568	0.00840336	0.04081633	0.01509434	0.00874636	0.00515464	0.01834862	0	0.01621622	0.03614458	0	0.02158273	0.03125	0
_ss_	0	0	0.00144092	0	0	0	0	0	0	0.01511879	0.00593472	0.02142857	0.01492537	0	0	0	0	0.0058309	0.00773196	0	0	0	0	0	0	0	0
sfs	0	0	0.00864553	0.01672241	0	0.0167754	0.03076923	0	0	0	0.00890208	0.01428571	0.00895522	0	0	0	0.00377358	0	0	0	0.00323625	0.03243243	0	0	0	0	0
fSs	0	0	0.00144092	0	0	0.00745573	0	0.00966184	0	0.01295896	0.00296736	0	0.00298507	0	0.01260504	0	0	0	0	0	0.00647249	0	0	0.01428571	0.00719424	0	0
sS_	0	0.01694915	0.00432277	0.00668896	0.00540541	0.00186393	0.01538462	0.00241546	0.01052632	0.01943844	0.01780415	0	0.00298507	0	0.00420168	0	0	0	0	0	0.00323625	0.01621622	0	0	0	0.03125	0
fS_	0	0.00423729	0	0.00668896	0.00540541	0	0	0	0.03157895	0.00647948	0.00296736	0	0	0	0	0.02040816	0.01132075	0.01166181	0.00515464	0	0	0.01081081	0	0.01428571	0.00719424	0.03125	0.02380952
fss_	0	0.00423729	0.00432277	0.01337793	0	0.0055918	0.01538462	0	0.01052632	0.01295896	0.00890208	0.00714286	0.02089552	0.01234568	0.00420168	0	0.00377358	0	0	0.00458716	0	0.00540541	0	0	0	0	0
fssss	0	0	0.00288184	0	0	0.01770736	0	0.00241546	0	0.00863931	0	0	0.00298507	0	0	0	0	0	0	0	0.00647249	0	0	0	0	0	0
FfS	0	0.00423729	0	0.00334448	0.00540541	0.00186393	0	0.00241546	0.02105263	0.01511879	0.00296736	0	0	0	0.01260504	0.02040816	0.00754717	0.00291545	0	0	0.00647249	0	0	0.02857143	0	0	0.02380952
FSs_	0	0	0.00288184	0	0.00540541	0	0	0	0	0.00215983	0.01780415	0	0.00597015	0	0.01680672	0	0.01132075	0	0	0.00917431	0	0.01081081	0	0.02857143	0.01438849	0.03125	0
_Ffs_	0	0.02542373	0	0.01003344	0.00540541	0	0	0	0.01052632	0.00215983	0.00296736	0.00714286	0.00895522	0	0	0	0.01886792	0.02332362	0.02061856	0.01376147	0	0	0	0.02857143	0	0.03125	0
fff	0	0.02542373	0.00288184	0.09364548	0.00540541	0.0139795	0.01538462	0.00241546	0.01052632	0.01727862	0	0	0.04477612	0.01234568	0.00840336	0	0	0.03790087	0.03350515	0.04587156	0	0.05405405	0.01204819	0	0	0.03125	0
_FFS	0.02777778	0	0.00144092	0.00668896	0.00540541	0.0027959	0	0	0.01052632	0	0.00890208	0	0	0.01234568	0.02521008	0.02040816	0.00754717	0.00291545	0	0	0	0	0.01204819	0.01428571	0	0.0625	0
_EE	0.05555556	0	0	0	0	0	0	0	0.07368421	0.01295896	0	0	0	0	0	0	0	0.01166181	0.00515464	0	0.00970874	0	0.06024096	0	0	0	0.0952381
_FFf	0	0.00847458	0.00288184	0.01003344	0.01081081	0.0027959	0.01538462	0.00241546	0	0.00431965	0.00296736	0	0.00298507	0	0.00420168	0	0.00754717	0.0058309	0.00773196	0.00917431	0	0.00540541	0	0	0	0	0
_fs_	0	0.01271186	0	0.00334448	0.01081081	0	0	0	0.02105263	0.01079914	0	0.01428571	0	0	0.00840336	0	0.01509434	0.01166181	0.01030928	0.02293578	0	0.00540541	0	0.01428571	0	0	0
ffs_	0	0.02118644	0.00144092	0.02675585	0	0.00093197	0	0	0	0.00215983	0.00296736	0.02142857	0.00895522	0	0	0	0	0.01749271	0.03092784	0.01376147	0	0.00540541	0.01204819	0	0	0.03125	0
FSss	0	0	0.01152738	0	0	0.00372787	0	0.00241546	0	0.00215983	0.01186944	0.00714286	0.00298507	0	0.00420168	0	0	0	0	0	0.01618123	0.00540541	0	0	0.01438849	0	0
_ff	0	0.00423729	0.00144092	0.04347826	0.00540541	0.00652377	0.01538462	0.00241546	0	0.00647948	0.00296736	0.01428571	0.01492537	0	0	0	0	0.0058309	0.0128866	0	0	0.01081081	0	0	0	0	0
eeee	0	0	0.01440922	0.00334448	0.01081081	0	0	0	0	0.01079914	0	0	0	0.01234568	0	0	0.00754717	0.00291545	0.00773196	0.00917431	0.00323625	0	0.07228916	0	0.00719424	0	0
