_Fs_	0.00682594	0.02777778	0.01269036	0.0026455	0.00144092	0.0652819	0.04	0.04761905	0.07924528	0.04819277	0.00484262	0.09090909	0.12328767	0.05882353	0.15	0.08695652	0.01677852	0.03149606	0	0.02077151	0.02857143	0.003663	0.06741573	0.06363636	0	0.04291845	0.01621622	0.10714286	0.06451613	0.02777778
_Ff	0.02047782	0	0.02538071	0.01653439	0.0129683	0.03857567	0.02666667	0.02380952	0.02264151	0.04819277	0.00726392	0	0.05479452	0.02352941	0.05	0.10869565	0.01006711	0	0	0.02373887	0.02142857	0.01098901	0.03370787	0.04545455	0.00309598	0.03004292	0.03783784	0.03571429	0.03225806	0.04166667
_FF	0.00682594	0.05555556	0.03807107	0.00727513	0.01440922	0.0148368	0.01333333	0.02380952	0.01886792	0.04819277	0.01452785	0.09090909	0.01369863	0.01176471	0	0.02173913	0.02348993	0.03149606	0	0.03560831	0	0.00732601	0.05617978	0.04545455	0.00309598	0.00429185	0.02702703	0.04464286	0.01612903	0
_Sss	0	0	0.00507614	0.03174603	0.02737752	0.00296736	0	0	0.01132075	0	0.01694915	0	0	0.02352941	0	0	0.03020134	0	0	0.02373887	0.02857143	0.02564103	0	0	0.04334365	0	0	0	0	0
FS_	0.00341297	0.22222222	0.01015228	0.0026455	0.00288184	0.02670623	0.01333333	0.00793651	0.01132075	0.13253012	0.00484262	0.13636364	0	0.01176471	0.075	0.02173913	0.00671141	0.04724409	0	0.02077151	0.00714286	0	0.06179775	0.06818182	0	0.00858369	0.04864865	0.02678571	0.02419355	0
_Ss_	0	0	0.0177665	0.01190476	0.01008646	0.00296736	0	0.02380952	0.03773585	0.01204819	0.07021792	0	0.01369863	0.02352941	0.025	0	0.03355705	0.00787402	0.07142857	0.02670623	0.02142857	0.06959707	0	0	0.06501548	0.00429185	0.00540541	0	0.01612903	0.04166667
_ee	0.02730375	0	0.02030457	0.01124339	0.01729107	0.0504451	0.08	0.07936508	0.02641509	0	0.02421308	0	0.02739726	0.05882353	0	0	0	0.02362205	0.07142857	0	0	0.01465201	0.03932584	0.01363636	0.00309598	0.09012876	0.01621622	0.02678571	0.0483871	0.02777778
fs_	0.00682594	0	0.01522843	0.00330688	0.00432277	0.0504451	0.01333333	0.05555556	0.01132075	0.04819277	0.00968523	0	0.09589041	0.03529412	0.025	0.06521739	0.01342282	0	0	0.01186944	0.05714286	0.00732601	0.0505618	0.05909091	0.00619195	0.05150215	0.03783784	0.02678571	0.06451613	0.09722222
ssss	0.03071672	0	0.03299492	0.06018519	0.04899135	0	0.01333333	0	0.03018868	0	0.00968523	0	0	0	0	0	0.02348993	0	0	0.00890208	0.00714286	0.02564103	0	0	0.00309598	0	0	0	0	0
Fss	0.0443686	0	0.0177665	0.01190476	0.0259366	0.00890208	0.02666667	0	0.01132075	0	0.031477	0	0	0.01176471	0	0	0.01677852	0.03937008	0.07142857	0.02373887	0.01428571	0.01831502	0	0	0.01857585	0	0.02702703	0.00892857	0	0
_FS_	0.00341297	0.19444444	0.00507614	0.00198413	0.00288184	0.02373887	0	0.00793651	0.01132075	0.10843373	0.00242131	0.09090909	0	0.01176471	0.075	0.02173913	0	0.03937008	0	0.01780415	0.00714286	0	0.04494382	0.05	0	0.00858369	0.04324324	0.02678571	0.02419355	0
ssss_	0.02047782	0	0.00507614	0.02777778	0.01873199	0	0.01333333	0	0.01132075	0	0.00484262	0	0	0	0	0	0.01342282	0	0	0.00593472	0.00714286	0.00732601	0	0	0.00309598	0	0	0	0	0
fss	0.02047782	0	0.01269036	0.02777778	0.02017291	0	0	0	0.00754717	0	0.00968523	0	0	0	0	0	0.01677852	0.01574803	0	0.0148368	0.02142857	0.003663	0	0	0	0	0.01081081	0	0	0.02777778
Sss_	0	0	0.00761421	0.01521164	0.01873199	0.00296736	0	0	0.01132075	0	0.01452785	0	0	0.03529412	0	0	0.02684564	0	0	0.02077151	0.01428571	0.01831502	0	0	0.04024768	0	0	0	0	0
Ssss	0.00341297	0	0.01015228	0.02380952	0.01873199	0.00296736	0	0	0	0	0.00726392	0	0	0	0	0	0.01342282	0	0	0.01186944	0.01428571	0.01098901	0	0	0.01857585	0	0.00540541	0	0	0
eee	0.04095563	0	0.02791878	0.00859788	0.03025937	0.05341246	0.09333333	0.05555556	0.02641509	0	0.031477	0.04545455	0	0.01176471	0	0	0	0.00787402	0	0	0	0.00732601	0.01685393	0.01363636	0.00309598	0.11158798	0.01621622	0.02678571	0.04032258	0.01388889
_Fss	0.04095563	0	0.01269036	0.00925926	0.01729107	0.00890208	0.02666667	0	0.00754717	0	0.02421308	0	0	0.01176471	0	0	0.01006711	0.03149606	0.07142857	0.01780415	0.01428571	0.01831502	0	0	0.0123839	0	0.01621622	0.00892857	0	0
eee_	0.02730375	0	0.0177665	0.00462963	0.01585014	0.03264095	0.06666667	0.03968254	0.01886792	0	0.02421308	0.04545455	0	0.01176471	0	0	0	0.00787402	0	0	0	0.00732601	0.01685393	0.00909091	0.00309598	0.06008584	0.01621622	0.02678571	0.01612903	0.01388889
Ffs	0.01365188	0	0.02030457	0.00661376	0.00720461	0.02077151	0.01333333	0.00793651	0	0.02409639	0.00242131	0	0.05479452	0.01176471	0	0.06521739	0.0033557	0	0	0.0148368	0.01428571	0.003663	0.02808989	0.02272727	0	0.02575107	0.00540541	0.02678571	0.02419355	0.04166667
FSs	0.03412969	0	0.02284264	0.00462963	0.01440922	0	0	0	0.00377358	0	0.00968523	0	0	0.01176471	0	0	0.0033557	0.03937008	0	0.03264095	0.00714286	0.02197802	0	0	0.0247678	0.00429185	0.02162162	0	0	0
_Sss_	0	0	0.00253807	0.01124339	0.01440922	0	0	0	0.01132075	0	0.01210654	0	0	0.02352941	0	0	0.02348993	0	0	0.0148368	0.01428571	0.01465201	0	0	0.0247678	0	0	0	0	0
_eee	0.01706485	0	0.0177665	0.00529101	0.0129683	0.03264095	0.05333333	0.04761905	0.00754717	0	0.01694915	0	0	0.01176471	0	0	0	0.00787402	0	0	0	0.00732601	0.01685393	0.00909091	0.00309598	0.0472103	0.01081081	0.01785714	0.02419355	0.01388889
ffs	0.00682594	0	0.00507614	0.01388889	0.00720461	0.0148368	0	0.03968254	0.00754717	0.01204819	0.00242131	0	0	0.01176471	0.025	0	0.00671141	0.00787402	0	0.00593472	0.02142857	0.003663	0.00561798	0.01818182	0	0.01716738	0.02702703	0.00892857	0.01612903	0.06944444
_ss	0	0	0	0.02513228	0.01008646	0.00890208	0	0	0.00754717	0.01204819	0.02663438	0	0	0	0	0	0.04026846	0	0	0.00890208	0.03571429	0	0	0	0.0247678	0	0.00540541	0	0.00806452	0.02777778
_Ffs	0.01365188	0	0.01269036	0.00595238	0.00432277	0.0148368	0.01333333	0.00793651	0	0.02409639	0	0	0.04109589	0.01176471	0	0.06521739	0	0	0	0.00593472	0.01428571	0.003663	0.01123596	0.01818182	0	0.02575107	0.00540541	0.01785714	0.01612903	0.04166667
fsss	0.01706485	0	0.00253807	0.01785714	0.01152738	0	0	0	0.00754717	0	0	0	0	0	0	0	0.01006711	0.00787402	0	0.00296736	0.01428571	0	0	0	0	0	0	0	0	0
sssss	0.01023891	0	0.02791878	0.02777778	0.02737752	0	0	0	0.01886792	0	0.00242131	0	0	0	0	0	0.01006711	0	0	0.00296736	0	0.01465201	0	0	0	0	0	0	0	0
_Ssss	0	0	0.00253807	0.01719577	0.0129683	0.00296736	0	0	0	0	0.00242131	0	0	0	0	0	0.00671141	0	0	0.00890208	0.00714286	0.003663	0	0	0.01547988	0	0	0	0	0
Fff	0.00682594	0	0.01015228	0.00661376	0.00576369	0.01780415	0.01333333	0.03174603	0.01132075	0.01204819	0.00242131	0	0	0	0.025	0.02173913	0	0.00787402	0	0.00296736	0.00714286	0.003663	0.01123596	0.02272727	0	0.01287554	0.03243243	0.00892857	0.00806452	0
_FSs	0.03412969	0	0.01269036	0.00396825	0.01152738	0	0	0	0.00377358	0	0.00968523	0	0	0.01176471	0	0	0	0.03937008	0	0.02373887	0.00714286	0.01831502	0	0	0.02167183	0.00429185	0.01081081	0	0	0
_SS	0	0	0.0177665	0.00396825	0	0	0	0	0	0	0.00242131	0.04545455	0	0	0	0.02173913	0.01006711	0.00787402	0.07142857	0.0148368	0.00714286	0.04029304	0.00561798	0	0.0371517	0	0	0	0.00806452	0
_ee_	0.00682594	0	0.00253807	0.00462963	0.00432277	0.01780415	0.02666667	0.03174603	0.01509434	0	0.00726392	0	0.02739726	0.04705882	0	0	0	0.01574803	0.07142857	0	0	0.003663	0.02247191	0.00454545	0	0.04291845	0.00540541	0.00892857	0.01612903	0.01388889
sssss_	0.01023891	0	0.00507614	0.01455026	0.00864553	0	0	0	0.01132075	0	0.00242131	0	0	0	0	0	0.00671141	0	0	0.00296736	0	0.00732601	0	0	0	0	0	0	0	0
SS_	0.00341297	0.02777778	0.01522843	0.0026455	0	0	0	0	0	0	0	0	0	0	0	0.02173913	0.01677852	0.00787402	0.07142857	0.01186944	0.00714286	0.02930403	0.00561798	0	0.02167183	0	0	0	0.00806452	0
Fsss	0.01365188	0	0.00507614	0.00793651	0.01873199	0	0.01333333	0	0.00754717	0	0.00726392	0	0	0	0	0	0.00671141	0.02362205	0	0.00296736	0	0.01098901	0	0	0.0123839	0	0	0	0	0
Fss_	0.02047782	0	0.01015228	0.00198413	0.00432277	0.00593472	0.01333333	0	0.00377358	0	0.01937046	0	0	0.01176471	0	0	0.01006711	0.01574803	0.07142857	0.02077151	0.01428571	0.00732601	0	0	0.00619195	0	0.02162162	0.00892857	0	0
FFs	0.00341297	0	0.01015228	0.00198413	0.00576369	0.00593472	0	0.01587302	0	0.01204819	0.00726392	0	0	0	0	0.02173913	0.0033557	0.00787402	0	0.00593472	0	0	0.02247191	0.02272727	0.00309598	0	0.02162162	0.02678571	0.00806452	0
_fs	0.00682594	0	0	0.00529101	0.00432277	0.01186944	0	0.01587302	0.01132075	0.01204819	0.00242131	0	0.04109589	0.01176471	0	0	0.01006711	0.00787402	0	0	0.02142857	0	0.01685393	0.01818182	0	0.01287554	0.02162162	0	0.02419355	0.01388889
FFS	0	0.02777778	0.0177665	0.00066138	0.00288184	0	0.01333333	0	0	0.02409639	0.00484262	0.04545455	0	0	0	0	0.00671141	0.00787402	0	0.01780415	0	0.00732601	0.01685393	0.01818182	0	0	0	0	0	0
_eee_	0.01023891	0	0.00761421	0.00330688	0.00576369	0.01186944	0.02666667	0.03174603	0.00377358	0	0.01210654	0	0	0.01176471	0	0	0	0.00787402	0	0	0	0.00732601	0.01685393	0.00454545	0.00309598	0.01716738	0.01081081	0.01785714	0.01612903	0.01388889
Sssss	0.00341297	0	0.00253807	0.01256614	0.01008646	0	0	0	0	0	0.00242131	0	0	0	0	0	0.0033557	0	0	0.00593472	0	0.00732601	0	0	0	0	0	0	0	0
FFf	0	0	0.0177665	0.00529101	0.00576369	0.00890208	0	0.00793651	0	0	0.00242131	0	0.01369863	0	0	0	0.00671141	0.00787402	0	0.01186944	0	0	0.02247191	0.01363636	0.00309598	0.00429185	0.00540541	0.00892857	0.00806452	0
Ffs_	0	0	0.00253807	0.00066138	0	0.02077151	0.01333333	0.00793651	0	0.02409639	0	0	0.05479452	0.01176471	0	0.06521739	0	0	0	0.00593472	0.00714286	0.003663	0.02808989	0.02272727	0	0.02575107	0	0.02678571	0.02419355	0.04166667
Ssss_	0	0	0.00507614	0.00859788	0.00576369	0.00296736	0	0	0	0	0.00484262	0	0	0	0	0	0.01006711	0	0	0.00296736	0.01428571	0.003663	0	0	0.01857585	0	0.00540541	0	0	0
_Fss_	0.02047782	0	0.00761421	0.00198413	0.00144092	0.00593472	0.01333333	0	0.00377358	0	0.01210654	0	0	0.01176471	0	0	0.00671141	0.00787402	0.07142857	0.0148368	0.01428571	0.00732601	0	0	0.00309598	0	0.01621622	0.00892857	0	0
_Fsss	0.01023891	0	0.00507614	0.00595238	0.01440922	0	0.01333333	0	0.00377358	0	0.00726392	0	0	0	0	0	0.0033557	0.02362205	0	0.00296736	0	0.01098901	0	0	0.00928793	0	0	0	0	0
_Fff	0.00682594	0	0.00507614	0.00462963	0.00432277	0.01780415	0.01333333	0.01587302	0.01132075	0.01204819	0.00242131	0	0	0	0.025	0.02173913	0	0	0	0	0.00714286	0.003663	0.01123596	0.00909091	0	0.00429185	0.02162162	0.00892857	0.00806452	0
_FFs	0.00341297	0	0.01015228	0.00132275	0.00432277	0.00593472	0	0.01587302	0	0.01204819	0.00726392	0	0	0	0	0.02173913	0.0033557	0.00787402	0	0.00296736	0	0	0.01123596	0.01818182	0.00309598	0	0.01621622	0.02678571	0.00806452	0
_ss_	0	0	0	0.01190476	0.00144092	0.00593472	0	0	0.00754717	0.01204819	0.01694915	0	0	0	0	0	0.02684564	0	0	0.00593472	0.02142857	0	0	0	0.02167183	0	0	0	0.00806452	0.02777778
sfs	0.00682594	0	0.01015228	0.00462963	0.00864553	0.00296736	0	0	0	0	0.00726392	0	0	0	0	0	0.0033557	0	0	0.00890208	0.01428571	0	0	0	0	0	0.03243243	0	0	0
fSs	0.00341297	0	0.00761421	0.00859788	0.00144092	0	0	0	0	0	0.00726392	0	0	0	0	0	0.01677852	0.00787402	0	0.00296736	0	0.003663	0	0	0	0	0	0	0	0
sS_	0.00682594	0	0.00761421	0.00132275	0.00432277	0	0	0	0	0	0	0	0	0	0	0	0.00671141	0	0	0.01780415	0	0.01831502	0.00561798	0	0.0123839	0	0.01621622	0	0	0
fS_	0.00341297	0	0.01015228	0.0026455	0	0.01780415	0.01333333	0.00793651	0	0.02409639	0.00484262	0	0.01369863	0.01176471	0.05	0.04347826	0	0	0	0.00296736	0	0	0.02247191	0.02727273	0.00309598	0	0.01081081	0.01785714	0.01612903	0
fss_	0	0	0.00761421	0.00595238	0.00432277	0	0	0	0	0	0.00726392	0	0	0	0	0	0.00671141	0.00787402	0	0.00890208	0.00714286	0.003663	0	0	0	0	0.00540541	0	0	0.02777778
fssss	0.01365188	0	0	0.00992063	0.00288184	0	0	0	0.00377358	0	0	0	0	0	0	0	0.00671141	0	0	0	0	0	0	0	0	0	0	0	0	0
FfS	0	0	0.00507614	0.00793651	0	0.00593472	0	0	0	0.01204819	0.00968523	0	0	0	0.025	0.02173913	0.00671141	0	0	0.00296736	0	0	0.01123596	0	0	0	0	0.00892857	0.00806452	0
FSs_	0.02047782	0	0.01015228	0.00132275	0.00288184	0	0	0	0.00377358	0	0.00242131	0	0	0	0	0	0.0033557	0.03937008	0	0.01780415	0	0.00732601	0	0	0.0123839	0.00429185	0.01081081	0	0	0
_Ffs_	0	0	0.00253807	0.00066138	0	0.0148368	0.01333333	0.00793651	0	0.02409639	0	0	0.04109589	0.01176471	0	0.06521739	0	0	0	0.00296736	0.00714286	0.003663	0.01123596	0.01818182	0	0.02575107	0	0.01785714	0.01612903	0.04166667
fff	0	0	0.00761421	0.00727513	0.00288184	0.00890208	0	0.00793651	0	0	0.00242131	0	0	0	0	0	0	0	0	0	0	0	0	0.05454545	0	0.00429185	0.05405405	0	0.02419355	0
_FFS	0	0.02777778	0.00507614	0	0.00144092	0	0.01333333	0	0	0.02409639	0.00484262	0.04545455	0	0	0	0	0.00671141	0	0	0.00890208	0	0.003663	0.01685393	0.01818182	0	0	0	0	0	0
_EE	0.00341297	0.05555556	0.00761421	0.00132275	0	0	0	0	0.00377358	0	0	0	0	0	0	0	0	0.01574803	0	0	0	0.03296703	0.00561798	0	0	0	0	0.02678571	0.01612903	0
_FFf	0	0	0.01269036	0.00330688	0.00288184	0.00593472	0	0.00793651	0	0	0	0	0.01369863	0	0	0	0.00671141	0.00787402	0	0.00296736	0	0	0.01685393	0.00909091	0	0	0.00540541	0.00892857	0.00806452	0
_fs_	0	0	0	0.00066138	0	0.01186944	0	0.01587302	0.01132075	0.01204819	0	0	0.04109589	0.01176471	0	0	0.00671141	0	0	0	0.01428571	0	0.01685393	0.01818182	0	0.00858369	0.00540541	0	0.02419355	0.01388889
ffs_	0.00341297	0	0.00507614	0.00198413	0.00144092	0.0148368	0	0.03174603	0	0.01204819	0	0	0	0.01176471	0.025	0	0.0033557	0	0	0.00296736	0.02142857	0.003663	0.00561798	0.01818182	0	0.01716738	0.00540541	0	0.01612903	0.04166667
FSss	0.00682594	0	0.01015228	0.0026455	0.01152738	0	0	0	0	0	0.00726392	0	0	0.01176471	0	0	0	0	0	0.01186944	0.00714286	0.00732601	0	0	0.00928793	0	0.00540541	0	0	0
_ff	0.00341297	0	0.00253807	0.00330688	0.00144092	0.00296736	0	0.01587302	0	0	0	0	0.01369863	0.01176471	0	0	0.00671141	0	0	0.00296736	0.01428571	0	0.00561798	0.01818182	0	0.00429185	0.01081081	0	0.00806452	0.05555556
eeee	0.01023891	0	0.01015228	0.00330688	0.01440922	0.02077151	0.02666667	0.00793651	0.00754717	0	0.00726392	0	0	0	0	0	0	0	0	0	0	0	0	0.00454545	0	0.05150215	0	0	0.01612903	0
