eee_	0	0	0.02259887	0	0	0	0	0	0	0	0	0	0	0	0	0.02641509	0.02623907	0.01804124	0.05027933	0.02409639	0.01438849	0.02808989	0	0.04761905	0.00484262	0
Ffs	0	0.02105263	0.02259887	0	0.00309598	0.01840491	0.01587302	0.025	0.01492537	0.0045045	0.00420168	0.01704545	0	0.01958042	0	0.02264151	0.03498542	0.02319588	0.00558659	0	0	0	0.03125	0	0.00363196	0.02702703
FSs	0	0	0.01694915	0.03448276	0.0123839	0.00613497	0.03174603	0	0.0119403	0.01801802	0.0210084	0.00568182	0.01315789	0.00699301	0	0.01132075	0	0	0.01675978	0	0.02877698	0.01123596	0.03125	0	0.01815981	0
_Sss_	0.01538462	0	0	0	0.0123839	0.00613497	0	0	0.01492537	0.01801802	0.00420168	0.01704545	0	0.00559441	0	0	0	0.00257732	0.01675978	0	0	0.06179775	0	0	0.01452785	0
_eee	0	0	0.02259887	0	0	0	0	0	0	0	0	0	0	0	0	0.01509434	0.02040816	0.01804124	0.05027933	0	0.01438849	0.02247191	0	0.02380952	0.00242131	0
ffs	0	0	0.01129944	0	0.00619195	0.01226994	0.01587302	0	0.02985075	0.0045045	0	0	0	0.00559441	0	0	0.01749271	0.03092784	0.00558659	0.01204819	0	0	0.03125	0	0.00968523	0
_ss	0	0	0	0	0.0123839	0.00613497	0	0	0.01492537	0.0045045	0	0.01704545	0.01315789	0.00699301	0	0	0.0058309	0.00773196	0	0	0	0	0	0	0	0
_Ffs	0	0.02105263	0.01694915	0	0	0.01226994	0.01587302	0.01666667	0.0119403	0.0045045	0	0.01704545	0	0.01818182	0	0.01886792	0.02623907	0.02061856	0.00558659	0	0	0	0.03125	0	0.00121065	0.02702703
fsss	0.03076923	0	0.02259887	0	0.00309598	0.01226994	0	0	0.00597015	0.00900901	0	0.00568182	0	0.01258741	0	0	0	0	0	0	0	0	0	0	0.02300242	0
sssss	0	0	0	0	0.00928793	0	0	0	0	0.00225225	0.06722689	0.02272727	0	0.00839161	0	0	0	0	0	0	0.01438849	0.00561798	0	0	0.01694915	0
_Ssss	0	0	0	0	0.01857585	0	0	0	0.00298507	0.0045045	0.00420168	0.00568182	0	0.04055944	0	0	0	0	0	0	0	0.00561798	0	0	0.01452785	0
Fff	0.01538462	0.01052632	0.01129944	0	0.00309598	0.03067485	0.01587302	0	0.01791045	0.00225225	0	0	0	0.00559441	0	0.00377358	0.02623907	0.0257732	0	0.01204819	0	0	0.03125	0	0.00726392	0
_FSs	0	0	0.00564972	0.03448276	0.00928793	0.00613497	0.03174603	0	0.0119403	0.00675676	0.01680672	0.00568182	0.01315789	0.00559441	0	0.01132075	0	0	0.00558659	0	0.02158273	0.00561798	0	0	0.01089588	0
_SS	0.04615385	0.01052632	0	0.03448276	0.0371517	0	0.01587302	0	0.00298507	0.01351351	0.01680672	0.01136364	0.10526316	0.0027972	0	0.01132075	0	0	0.01117318	0	0	0.0505618	0	0	0.01089588	0.02702703
_ee_	0.01538462	0.02105263	0.00564972	0.06896552	0	0	0.01587302	0	0.00597015	0.00900901	0	0	0	0	0	0.00377358	0.02040816	0.0128866	0.02234637	0.01204819	0	0.00561798	0	0.02380952	0.00121065	0
sssss_	0	0	0	0	0.00619195	0	0	0	0	0.00225225	0.00420168	0.01136364	0	0.00559441	0	0	0	0	0	0	0.00719424	0.00561798	0	0	0.01210654	0
SS_	0.03076923	0.02105263	0.00564972	0.03448276	0.03095975	0.00613497	0.03174603	0	0.00298507	0.01351351	0.0210084	0.01136364	0.14473684	0	0.02040816	0.01509434	0	0	0.01675978	0	0	0.01123596	0	0	0.00242131	0.08108108
Fsss	0	0	0	0	0.00928793	0.00613497	0	0	0.00298507	0.01126126	0.00840336	0.01136364	0	0	0	0.00377358	0.00291545	0.00773196	0	0	0.00719424	0	0	0	0.01452785	0
Fss_	0	0.01052632	0.01129944	0.03448276	0.00619195	0.00613497	0	0.00833333	0.03283582	0.01801802	0.00420168	0.01136364	0.01315789	0.0013986	0	0.00377358	0	0.00257732	0	0	0.00719424	0	0	0	0.00121065	0
FFs	0	0	0	0	0.00928793	0.01840491	0	0.04166667	0	0.00675676	0.01260504	0.00568182	0	0	0.04081633	0.02264151	0.00874636	0.00773196	0.01117318	0.03614458	0.02158273	0.00561798	0.03125	0	0	0.02702703
_fs	0	0.02105263	0	0	0	0.00613497	0	0.025	0.00895522	0.0045045	0.00840336	0.00568182	0	0	0	0.01886792	0.01166181	0.01030928	0	0	0	0	0	0	0	0
FFS	0	0.01052632	0.02259887	0	0.00309598	0.03680982	0.03174603	0.00833333	0	0.01351351	0.02521008	0	0.01315789	0.0013986	0.02040816	0.01132075	0.0058309	0.00257732	0.01117318	0.01204819	0.00719424	0.00561798	0.0625	0	0.00847458	0.08108108
_eee_	0	0	0.01129944	0	0	0	0	0	0	0	0	0	0	0	0	0.01132075	0.01749271	0.01030928	0.03910615	0	0.00719424	0.02247191	0	0.02380952	0.00121065	0
Sssss	0	0	0	0	0.0123839	0	0	0	0.00298507	0.0045045	0.01260504	0.00568182	0.01315789	0.00559441	0	0	0	0	0	0	0.00719424	0.01123596	0	0	0.01210654	0
FFf	0.01538462	0	0.00564972	0	0.00619195	0.02453988	0.03174603	0.01666667	0.00298507	0.00675676	0.00840336	0	0	0.0013986	0	0.00754717	0.01166181	0.00773196	0	0.01204819	0	0	0	0	0.01089588	0
Ffs_	0	0.01052632	0	0	0	0.00613497	0.01587302	0.025	0.00895522	0	0	0.00568182	0	0	0	0.02264151	0.03206997	0.02319588	0.00558659	0	0	0	0.03125	0	0	0.02702703
Ssss_	0	0	0.00564972	0	0.00928793	0	0	0	0	0.0045045	0	0	0	0.04335664	0	0	0	0	0	0	0.00719424	0.00561798	0	0	0.00968523	0
_Fss_	0	0.01052632	0.01129944	0.03448276	0.00309598	0	0	0.00833333	0.02985075	0.01576577	0.00420168	0.01136364	0.01315789	0.0013986	0	0	0	0	0	0	0.00719424	0	0	0	0.00121065	0
_Fsss	0	0	0	0	0.00619195	0.00613497	0	0	0.00298507	0.00675676	0	0.01136364	0	0	0	0	0	0.00515464	0	0	0.00719424	0	0	0	0.01210654	0
_Fff	0	0.01052632	0.01129944	0	0	0.00613497	0	0	0.0119403	0.00225225	0	0	0	0.0041958	0	0	0.01457726	0.02061856	0	0	0	0	0	0	0.00484262	0
_FFs	0	0	0	0	0.00619195	0.01226994	0	0.03333333	0	0.00675676	0.00840336	0.00568182	0	0	0.04081633	0.01509434	0.00874636	0.00515464	0.00558659	0.03614458	0.02158273	0	0.03125	0	0	0.02702703
_ss_	0	0	0	0	0.00928793	0	0	0	0.01492537	0.0045045	0	0.01136364	0.01315789	0.0041958	0	0	0.0058309	0.00773196	0	0	0	0	0	0	0	0
sfs	0.03076923	0	0	0	0.00309598	0	0.01587302	0	0.00895522	0.0045045	0	0.00568182	0	0	0	0.00377358	0	0	0.01117318	0	0	0	0	0	0.01694915	0
fSs	0	0	0.00564972	0	0.0123839	0.01226994	0	0	0.00298507	0.0045045	0.01260504	0	0.01315789	0.02097902	0	0	0	0	0	0	0.00719424	0.00561798	0	0	0.00605327	0
sS_	0.01538462	0.01052632	0.00564972	0	0.00619195	0	0.01587302	0	0.00298507	0.01351351	0.00420168	0.00568182	0	0.0027972	0	0	0	0	0	0	0	0.01685393	0.03125	0	0.00847458	0
fS_	0	0.03157895	0	0.03448276	0	0.02453988	0	0.025	0	0.00900901	0	0	0	0.0027972	0.02040816	0.01132075	0.01166181	0.00515464	0	0	0.00719424	0	0.03125	0.02380952	0.00121065	0.02702703
fss_	0.01538462	0.01052632	0.01129944	0	0.00619195	0.01226994	0.01587302	0.00833333	0.02089552	0.0045045	0.00420168	0.00568182	0	0.01118881	0	0.00377358	0	0	0.00558659	0	0	0	0	0	0.00605327	0
fssss	0	0	0	0	0	0	0	0	0.00298507	0.00225225	0	0.00568182	0	0.01258741	0	0	0	0	0	0	0	0	0	0	0.01331719	0
FfS	0	0.02105263	0.01129944	0	0	0.01226994	0	0.01666667	0	0.00900901	0.01260504	0	0	0.01538462	0.02040816	0.00754717	0.00291545	0	0	0	0	0	0	0.02380952	0.00726392	0.02702703
FSs_	0	0	0.01129944	0.03448276	0.0123839	0.00613497	0	0	0.00597015	0.00675676	0.01680672	0.00568182	0.01315789	0.00559441	0	0.01132075	0	0	0.01675978	0	0.01438849	0.00561798	0.03125	0	0.00242131	0
_Ffs_	0	0.01052632	0	0	0	0.00613497	0.01587302	0.01666667	0.00895522	0	0	0.00568182	0	0	0	0.01886792	0.02332362	0.02061856	0.00558659	0	0	0	0.03125	0	0	0.02702703
fff	0.01538462	0.01052632	0	0	0.00309598	0.01840491	0	0	0.04477612	0	0.00840336	0	0	0.00559441	0	0	0.03790087	0.03350515	0	0.01204819	0	0	0.03125	0	0.00121065	0
_FFS	0	0.01052632	0.01694915	0	0.00309598	0.00613497	0.01587302	0.00833333	0	0.01351351	0.02521008	0	0.01315789	0.0013986	0.02040816	0.00754717	0.00291545	0	0.01117318	0.01204819	0	0	0.0625	0	0.00605327	0.05405405
_EE	0	0.07368421	0	0	0	0	0	0	0	0.02252252	0	0	0	0	0	0	0.01166181	0.00515464	0	0.06024096	0	0	0	0.0952381	0.00121065	0
_FFf	0.01538462	0	0.00564972	0	0	0.02453988	0.01587302	0.00833333	0.00298507	0.0045045	0.00420168	0	0	0.0013986	0	0.00754717	0.0058309	0.00773196	0	0	0	0	0	0	0.00968523	0
_fs_	0	0.02105263	0	0	0	0	0	0.01666667	0	0.00225225	0.00840336	0.00568182	0	0	0	0.01509434	0.01166181	0.01030928	0	0	0	0	0	0	0	0
ffs_	0	0	0	0	0	0.00613497	0	0	0.00895522	0.00225225	0	0	0	0	0	0	0.01749271	0.03092784	0.00558659	0.01204819	0	0	0.03125	0	0	0
FSss	0	0	0.00564972	0	0	0	0.01587302	0	0.00298507	0.00900901	0.00420168	0	0	0	0	0	0	0	0	0	0.01438849	0	0	0	0.00847458	0
_ff	0.01538462	0	0	0	0	0	0	0	0.01492537	0.00225225	0	0	0	0.0041958	0	0	0.0058309	0.0128866	0.01117318	0	0	0	0	0	0.00121065	0
eeee	0	0	0.01129944	0	0	0	0	0	0	0	0	0	0	0	0	0.00754717	0.00291545	0.00773196	0.01117318	0.07228916	0.00719424	0.00561798	0	0	0.00605327	0
